coreId,taskId,arrivalTime,startTime,endTime,turnaroundMs,waitingMs
2,115,1762075617888,1762075625819,1762075626160,8272,7931
3,108,1762075617888,1762075625751,1762075626275,8387,7863
5,110,1762075617888,1762075625933,1762075626480,8592,8045
1,122,1762075617888,1762075625854,1762075626517,8629,7966
3,116,1762075617888,1762075626275,1762075626521,8633,8387
0,113,1762075617888,1762075625706,1762075626525,8637,7818
7,128,1762075617888,1762075626105,1762075626551,8663,8217
6,119,1762075617888,1762075625978,1762075626677,8789,8090
2,123,1762075617888,1762075626160,1762075626778,8890,8272
3,124,1762075617888,1762075626521,1762075626795,8907,8633
0,121,1762075617888,1762075626525,1762075626851,8963,8637
4,101,1762075617888,1762075626029,1762075626877,8989,8141
3,132,1762075617888,1762075626795,1762075627126,9238,8907
4,109,1762075617888,1762075626877,1762075627155,9267,8989
1,130,1762075617888,1762075626517,1762075627327,9439,8629
7,136,1762075617888,1762075626551,1762075627341,9453,8663
5,118,1762075617888,1762075626480,1762075627363,9475,8592
0,129,1762075617888,1762075626851,1762075627411,9523,8963
4,117,1762075617888,1762075627155,1762075627587,9699,9267
2,131,1762075617888,1762075626778,1762075627590,9702,8890
6,127,1762075617888,1762075626677,1762075627640,9752,8789
5,126,1762075617888,1762075627363,1762075627757,9869,9475
3,140,1762075617888,1762075627126,1762075627785,9897,9238
7,144,1762075617888,1762075627341,1762075627826,9938,9453
3,148,1762075617888,1762075627785,1762075628038,10150,9897
1,138,1762075617888,1762075627327,1762075628086,10198,9439
7,152,1762075617888,1762075627826,1762075628087,10199,9938
4,125,1762075617888,1762075627587,1762075628106,10218,9699
5,134,1762075617888,1762075627757,1762075628176,10288,9869
6,135,1762075617888,1762075627640,1762075628187,10299,9752
7,160,1762075617888,1762075628087,1762075628371,10483,10199
0,137,1762075617888,1762075627411,1762075628381,10493,9523
2,139,1762075617888,1762075627590,1762075628442,10554,9702
4,133,1762075617888,1762075628106,1762075628552,10664,10218
2,147,1762075617888,1762075628442,1762075628698,10810,10554
5,142,1762075617888,1762075628176,1762075628741,10853,10288
3,156,1762075617888,1762075628038,1762075628766,10878,10150
1,146,1762075617888,1762075628086,1762075628889,11001,10198
6,143,1762075617888,1762075628187,1762075628993,11105,10299
4,141,1762075617888,1762075628552,1762075629023,11135,10664
0,145,1762075617888,1762075628381,1762075629092,11204,10493
3,164,1762075617888,1762075628766,1762075629104,11216,10878
1,154,1762075617888,1762075628889,1762075629107,11219,11001
5,150,1762075617888,1762075628741,1762075629212,11324,10853
7,168,1762075617888,1762075628371,1762075629307,11419,10483
2,155,1762075617888,1762075628698,1762075629321,11433,10810
0,153,1762075617888,1762075629092,1762075629532,11644,11204
3,172,1762075617888,1762075629104,1762075629615,11727,11216
4,149,1762075617888,1762075629023,1762075629624,11736,11135
1,162,1762075617888,1762075629107,1762075629750,11862,11219
6,151,1762075617888,1762075628993,1762075629941,12053,11105
2,163,1762075617888,1762075629321,1762075629955,12067,11433
7,176,1762075617888,1762075629307,1762075629958,12070,11419
4,157,1762075617888,1762075629624,1762075630146,12258,11736
5,158,1762075617888,1762075629212,1762075630207,12319,11324
0,161,1762075617888,1762075629532,1762075630259,12371,11644
1,170,1762075617888,1762075629750,1762075630299,12411,11862
2,171,1762075617888,1762075629955,1762075630339,12451,12067
3,180,1762075617888,1762075629615,1762075630366,12478,11727
1,178,1762075617888,1762075630299,1762075630535,12647,12411
3,188,1762075617888,1762075630366,1762075630637,12749,12478
6,159,1762075617888,1762075629941,1762075630645,12757,12053
2,179,1762075617888,1762075630339,1762075630750,12862,12451
1,186,1762075617888,1762075630535,1762075630788,12900,12647
5,166,1762075617888,1762075630207,1762075630834,12946,12319
7,184,1762075617888,1762075629958,1762075630889,13001,12070
4,165,1762075617888,1762075630146,1762075631052,13164,12258
0,169,1762075617888,1762075630259,1762075631079,13191,12371
7,192,1762075617888,1762075630889,1762075631194,13306,13001
5,174,1762075617888,1762075630834,1762075631278,13390,12946
3,196,1762075617888,1762075630637,1762075631425,13537,12749
5,182,1762075617888,1762075631278,1762075631559,13671,13390
2,187,1762075617888,1762075630750,1762075631561,13673,12862
6,167,1762075617888,1762075630645,1762075631623,13735,12757
4,173,1762075617888,1762075631052,1762075631662,13774,13164
1,194,1762075617888,1762075630788,1762075631720,13832,12900
4,181,1762075617888,1762075631662,1762075631936,14048,13774
0,177,1762075617888,1762075631079,1762075632044,14156,13191
7,200,1762075617888,1762075631194,1762075632084,14196,13306
6,175,1762075617888,1762075631623,1762075632161,14273,13735
2,195,1762075617888,1762075631561,1762075632337,14449,13673
6,183,1762075617888,1762075632161,1762075632420,14532,14273
0,185,1762075617888,1762075632044,1762075632462,14574,14156
5,190,1762075617888,1762075631559,1762075632523,14635,13671
4,189,1762075617888,1762075631936,1762075632612,14724,14048
4,197,1762075617888,1762075632612,1762075632891,15003,14724
6,191,1762075617888,1762075632420,1762075633146,15258,14532
0,193,1762075617888,1762075632462,1762075633157,15269,14574
5,198,1762075617888,1762075632523,1762075633434,15546,14635
6,199,1762075617888,1762075633146,1762075633438,15550,15258
